Run,mutation_rate,Generation,Fitness,Time (s)
1,0.01,47,6.5,42.470038652420044
1,0.01,48,6.5,42.470038652420044
1,0.01,49,6.5,42.470038652420044
1,0.02,0,34.0,42.70040774345398
1,0.02,1,34.0,42.70040774345398
1,0.02,2,34.0,42.70040774345398
1,0.02,3,34.0,42.70040774345398
1,0.02,4,34.0,42.70040774345398
1,0.02,5,34.0,42.70040774345398
1,0.02,6,34.0,42.70040774345398
1,0.02,7,34.0,42.70040774345398
1,0.02,8,33.0,42.70040774345398
1,0.02,9,29.0,42.70040774345398
1,0.02,10,29.0,42.70040774345398
1,0.02,11,29.0,42.70040774345398
1,0.02,12,29.0,42.70040774345398
1,0.02,13,29.0,42.70040774345398
1,0.02,14,29.0,42.70040774345398
1,0.02,15,29.0,42.70040774345398
1,0.02,16,29.0,42.70040774345398
1,0.02,17,29.0,42.70040774345398
1,0.02,18,29.0,42.70040774345398
1,0.02,19,29.0,42.70040774345398
1,0.02,20,29.0,42.70040774345398
1,0.02,21,29.0,42.70040774345398
1,0.02,22,29.0,42.70040774345398
1,0.02,23,28.0,42.70040774345398
1,0.02,24,28.0,42.70040774345398
1,0.02,25,28.0,42.70040774345398
1,0.02,26,26.0,42.70040774345398
1,0.02,27,26.0,42.70040774345398
1,0.02,28,25.0,42.70040774345398
1,0.02,29,25.0,42.70040774345398
1,0.02,30,23.0,42.70040774345398
1,0.02,31,23.0,42.70040774345398
1,0.02,32,23.0,42.70040774345398
1,0.02,33,23.0,42.70040774345398
1,0.02,34,23.0,42.70040774345398
1,0.02,35,23.0,42.70040774345398
1,0.02,36,23.0,42.70040774345398
1,0.02,37,22.0,42.70040774345398
1,0.02,38,22.0,42.70040774345398
1,0.02,39,21.0,42.70040774345398
1,0.02,40,21.0,42.70040774345398
1,0.02,41,21.0,42.70040774345398
1,0.02,42,21.0,42.70040774345398
1,0.02,43,21.0,42.70040774345398
1,0.02,44,21.0,42.70040774345398
1,0.02,45,21.0,42.70040774345398
1,0.02,46,21.0,42.70040774345398
1,0.02,47,21.0,42.70040774345398
1,0.02,48,21.0,42.70040774345398
1,0.02,49,21.0,42.70040774345398
1,0.02,0,8.5,42.70040774345398
1,0.02,1,8.5,42.70040774345398
1,0.02,2,8.5,42.70040774345398
1,0.02,3,8.5,42.70040774345398
1,0.02,4,8.5,42.70040774345398
1,0.02,5,8.5,42.70040774345398
1,0.02,6,8.5,42.70040774345398
1,0.02,7,8.5,42.70040774345398
1,0.02,8,8.25,42.70040774345398
1,0.02,9,7.25,42.70040774345398
1,0.02,10,7.25,42.70040774345398
1,0.02,11,7.25,42.70040774345398
1,0.02,12,7.25,42.70040774345398
1,0.02,13,7.25,42.70040774345398
1,0.02,14,7.25,42.70040774345398
1,0.02,15,7.25,42.70040774345398
1,0.02,16,7.25,42.70040774345398
1,0.02,17,7.25,42.70040774345398
1,0.02,18,7.25,42.70040774345398
1,0.02,19,7.25,42.70040774345398
1,0.02,20,7.25,42.70040774345398
1,0.02,21,7.25,42.70040774345398
1,0.02,22,7.25,42.70040774345398
1,0.02,23,7.0,42.70040774345398
1,0.02,24,7.0,42.70040774345398
1,0.02,25,7.0,42.70040774345398
1,0.02,26,6.5,42.70040774345398
1,0.02,27,6.5,42.70040774345398
1,0.02,28,6.25,42.70040774345398
1,0.02,29,6.25,42.70040774345398
1,0.02,30,5.75,42.70040774345398
1,0.02,31,5.75,42.70040774345398
1,0.02,32,5.75,42.70040774345398
1,0.02,33,5.75,42.70040774345398
1,0.02,34,5.75,42.70040774345398
1,0.02,35,5.75,42.70040774345398
1,0.02,36,5.75,42.70040774345398
1,0.02,37,5.5,42.70040774345398
1,0.02,38,5.5,42.70040774345398
1,0.02,39,5.25,42.70040774345398
1,0.02,40,5.25,42.70040774345398
1,0.02,41,5.25,42.70040774345398
1,0.02,42,5.25,42.70040774345398
1,0.02,43,5.25,42.70040774345398
1,0.02,44,5.25,42.70040774345398
1,0.02,45,5.25,42.70040774345398
1,0.02,46,5.25,42.70040774345398
1,0.02,47,5.25,42.70040774345398
1,0.02,48,5.25,42.70040774345398
1,0.02,49,5.25,42.70040774345398
0,0.01,0,39.0,42.24983859062195
0,0.01,1,39.0,42.24983859062195
0,0.01,2,33.0,42.24983859062195
0,0.01,3,33.0,42.24983859062195
0,0.01,4,32.0,42.24983859062195
0,0.01,5,32.0,42.24983859062195
0,0.01,6,32.0,42.24983859062195
0,0.01,7,32.0,42.24983859062195
0,0.01,8,32.0,42.24983859062195
0,0.01,9,32.0,42.24983859062195
0,0.01,10,31.0,42.24983859062195
0,0.01,11,31.0,42.24983859062195
0,0.01,12,31.0,42.24983859062195
0,0.01,13,31.0,42.24983859062195
0,0.01,14,31.0,42.24983859062195
0,0.01,15,30.0,42.24983859062195
0,0.01,16,29.0,42.24983859062195
0,0.01,17,29.0,42.24983859062195
0,0.01,18,29.0,42.24983859062195
0,0.01,19,29.0,42.24983859062195
0,0.01,20,29.0,42.24983859062195
0,0.01,21,29.0,42.24983859062195
0,0.01,22,29.0,42.24983859062195
0,0.01,23,29.0,42.24983859062195
0,0.01,24,28.0,42.24983859062195
0,0.01,25,28.0,42.24983859062195
0,0.01,26,28.0,42.24983859062195
0,0.01,27,27.0,42.24983859062195
0,0.01,28,27.0,42.24983859062195
0,0.01,29,27.0,42.24983859062195
0,0.01,30,27.0,42.24983859062195
0,0.01,31,27.0,42.24983859062195
0,0.01,32,27.0,42.24983859062195
0,0.01,33,27.0,42.24983859062195
0,0.01,34,27.0,42.24983859062195
0,0.01,35,27.0,42.24983859062195
0,0.01,36,27.0,42.24983859062195
0,0.01,37,27.0,42.24983859062195
0,0.01,38,26.0,42.24983859062195
0,0.01,39,26.0,42.24983859062195
0,0.01,40,26.0,42.24983859062195
0,0.01,41,26.0,42.24983859062195
0,0.01,42,26.0,42.24983859062195
0,0.01,43,26.0,42.24983859062195
0,0.01,44,25.0,42.24983859062195
0,0.01,45,25.0,42.24983859062195
0,0.01,46,24.0,42.24983859062195
0,0.01,47,24.0,42.24983859062195
0,0.01,48,24.0,42.24983859062195
0,0.01,49,24.0,42.24983859062195
0,0.01,0,9.75,42.24983859062195
0,0.01,1,9.75,42.24983859062195
0,0.01,2,8.25,42.24983859062195
0,0.01,3,8.25,42.24983859062195
0,0.01,4,8.0,42.24983859062195
0,0.01,5,8.0,42.24983859062195
0,0.01,6,8.0,42.24983859062195
0,0.01,7,8.0,42.24983859062195
0,0.01,8,8.0,42.24983859062195
0,0.01,9,8.0,42.24983859062195
0,0.01,10,7.75,42.24983859062195
0,0.01,11,7.75,42.24983859062195
0,0.01,12,7.75,42.24983859062195
0,0.01,13,7.75,42.24983859062195
0,0.01,14,7.75,42.24983859062195
0,0.01,15,7.5,42.24983859062195
0,0.01,16,7.25,42.24983859062195
0,0.01,17,7.25,42.24983859062195
0,0.01,18,7.25,42.24983859062195
0,0.01,19,7.25,42.24983859062195
0,0.01,20,7.25,42.24983859062195
0,0.01,21,7.25,42.24983859062195
0,0.01,22,7.25,42.24983859062195
0,0.01,23,7.25,42.24983859062195
0,0.01,24,7.0,42.24983859062195
0,0.01,25,7.0,42.24983859062195
